,Code,accountsPayable,cash,commonStock,deferredLongTermAssetCharges,goodWill,intangibleAssets,longTermDebt,longTermInvestments,minorityInterest,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,inventory,capitalSurplus,deferredLongTermLiab
2021-06-30 00:00:00,ARB,10929000.0,84771000.0,170789000.0,9977000.0,49844000.0,2346000.0,,,,79890000.0,433587000.0,20897000.0,151000.0,78972000.0,20468000.0,9522000.0,241113000.0,305466000.0,,,658262000.0,344062000.0,112817000.0,172485000.0,485777000.0,9522000.0,172958000.0,,10920000.0
2021-06-30 00:00:00,NWL,7130000.0,81421000.0,26398000.0,2932000.0,,725000.0,,2384000.0,,18309000.0,92456000.0,2932000.0,,7130000.0,1138000.0,1688000.0,17620000.0,65095000.0,,4000000.0,131117000.0,107456000.0,21770000.0,37936000.0,93181000.0,1688000.0,,,
2020-09-30 00:00:00,TNE,29315000.0,125244000.0,40551000.0,28605000.0,33250000.0,67292000.0,,,,67524000.0,41626000.0,35640000.0,3353000.0,157382000.0,2577000.0,33478000.0,32755000.0,68139000.0,,,375909000.0,206972000.0,203967000.0,233741000.0,142168000.0,33478000.0,,,7035000.0
2021-06-30 00:00:00,BRG,175796000.0,129907000.0,309615000.0,17426000.0,143481000.0,33581000.0,,,,118151000.0,329423000.0,72494000.0,2340000.0,26188000.0,13564000.0,-14537000.0,47620000.0,211407000.0,,,770640000.0,473464000.0,219085000.0,264155000.0,506485000.0,-14537000.0,216670000.0,,52742000.0
2021-06-30 00:00:00,AGL,1261000000.0,88000000.0,5601000000.0,971000000.0,2440000000.0,862000000.0,2754000000.0,340000000.0,5000000.0,2054000000.0,2199000000.0,1850000000.0,1041000000.0,814000000.0,4076000000.0,15000000.0,6283000000.0,-115000000.0,309000000.0,,15450000000.0,3675000000.0,2975000000.0,9944000000.0,5501000000.0,15000000.0,418000000.0,,
2021-06-30 00:00:00,RWC,112624000.0,28427000.0,2330408000.0,34335000.0,914885000.0,320463000.0,202333000.0,,,301767000.0,355931000.0,34335000.0,15799000.0,139284000.0,73261000.0,-1034327000.0,358012000.0,295198000.0,,,2234083000.0,606388000.0,298785000.0,642804000.0,1591279000.0,-1034327000.0,260395000.0,,
2021-04-30 00:00:00,MTS,1882800000.0,124600000.0,867000000.0,125800000.0,547300000.0,181800000.0,,82500000.0,11200000.0,1663900000.0,550800000.0,380500000.0,11000000.0,277200000.0,239200000.0,-1700000.0,850700000.0,414600000.0,,2800000.0,4853100000.0,2810300000.0,2434800000.0,3562000000.0,1279900000.0,-1700000.0,1008000000.0,,
2021-06-30 00:00:00,Z1P,67419000.0,330201000.0,1688785000.0,10312000.0,788934000.0,207733000.0,2129198000.0,7006000.0,,2020755000.0,171709000.0,10312000.0,,6990000.0,10312000.0,231498000.0,9143000.0,-741469000.0,,1507000.0,3394625000.0,2371497000.0,80443000.0,2226249000.0,1168376000.0,221060000.0,,,
2020-12-31 00:00:00,ILU,,87100000.0,1151600000.0,28400000.0,,,36900000.0,452100000.0,400000.0,81600000.0,1291900000.0,141000000.0,1900000.0,236000000.0,757700000.0,37100000.0,1082200000.0,104300000.0,,,2363900000.0,688600000.0,261200000.0,1071600000.0,1291900000.0,36000000.0,504100000.0,,
2020-12-31 00:00:00,APE,144988000.0,209092000.0,1173069000.0,162005000.0,771755000.0,13819000.0,304513000.0,3927000.0,13860000.0,296172000.0,125143000.0,385812000.0,,348846000.0,47403000.0,-580200000.0,1295395000.0,317848000.0,33842000.0,,4033651000.0,1562943000.0,1665761000.0,3109074000.0,910717000.0,-580200000.0,1025781000.0,,
2020-12-31 00:00:00,VEA,1329600000.0,49100000.0,4373900000.0,325800000.0,337000000.0,309700000.0,153300000.0,15400000.0,,815100000.0,1410400000.0,361700000.0,2900000.0,37600000.0,198300000.0,-4216600000.0,3796700000.0,1906600000.0,,,6414000000.0,1593500000.0,1606900000.0,4356900000.0,2057100000.0,-4223400000.0,698800000.0,,
2020-12-31 00:00:00,AMP,12000000.0,2428000000.0,10355000000.0,828000000.0,157000000.0,244000000.0,4286000000.0,4851000000.0,8000000.0,656000000.0,3987000000.0,21593000000.0,603000000.0,564000000.0,1900000000.0,-2404000000.0,264000000.0,-3671000000.0,20630000000.0,,32164000000.0,5055000000.0,21543000000.0,27882000000.0,4274000000.0,-2410000000.0,,,239000000.0
2021-07-31 00:00:00,BKW,124766000.0,139825000.0,397060000.0,,160997000.0,19810000.0,621380000.0,2347222000.0,,145021000.0,2298940000.0,5849000.0,101000.0,18939000.0,482872000.0,73690000.0,912091000.0,2019170000.0,40891000.0,,4025832000.0,579863000.0,268282000.0,1546085000.0,2479747000.0,63517000.0,285392000.0,,
2021-06-30 00:00:00,SGR,179300000.0,67900000.0,3177900000.0,,1442200000.0,389200000.0,1246200000.0,631900000.0,,23300000.0,1792600000.0,50900000.0,36100000.0,27400000.0,162400000.0,5200000.0,2695400000.0,459500000.0,2700000.0,,5373300000.0,163700000.0,297300000.0,1749300000.0,3624000000.0,-13400000.0,15200000.0,,
2021-06-30 00:00:00,WHC,78808000.0,95202000.0,3013661000.0,,,11828000.0,726868000.0,37000.0,,154163000.0,2693910000.0,11785000.0,,174368000.0,409313000.0,6834000.0,3943921000.0,-314757000.0,2925000.0,,4392866000.0,425295000.0,360218000.0,1687128000.0,2705738000.0,6834000.0,175930000.0,,
2021-06-30 00:00:00,GNE,,104300000.0,654600000.0,,228400000.0,116700000.0,965200000.0,21000000.0,,354500000.0,1706600000.0,169000000.0,375500000.0,801900000.0,960500000.0,1460400000.0,3779300000.0,-60900000.0,108400000.0,,5241900000.0,927500000.0,1181600000.0,3190200000.0,2051700000.0,1458000000.0,93200000.0,,4400000.0
2021-06-30 00:00:00,DHG,32284000.0,94151000.0,1296462000.0,,777816000.0,322209000.0,173116000.0,,2637000.0,52580000.0,-151932000.0,4453000.0,,25439000.0,66621000.0,-23361000.0,43262000.0,-325008000.0,,,1298344000.0,150604000.0,74227000.0,347614000.0,948093000.0,-23361000.0,,,
2021-06-30 00:00:00,BPT,,126700000.0,1859500000.0,,57100000.0,20000000.0,174100000.0,,,371200000.0,3010700000.0,84000000.0,73600000.0,302500000.0,992300000.0,31500000.0,3847200000.0,1196800000.0,,,4679200000.0,670900000.0,399000000.0,1591400000.0,3087800000.0,31500000.0,99400000.0,,
2020-12-31 00:00:00,SNZ,3687000.0,15817000.0,303499000.0,,,5709000.0,714975000.0,,,21180000.0,1349136000.0,3638760000.0,,141187000.0,1519141000.0,14021000.0,181098000.0,1037325000.0,274000.0,,3893191000.0,67624000.0,294169000.0,2538346000.0,1354845000.0,14021000.0,,,
2021-06-30 00:00:00,CTD,41079000.0,99018000.0,744581000.0,28805000.0,678253000.0,78665000.0,,7272000.0,15398000.0,179721000.0,79141000.0,29203000.0,11051000.0,175304000.0,15010000.0,3484000.0,51681000.0,87994000.0,,,1135748000.0,290674000.0,232093000.0,284291000.0,836059000.0,3484000.0,884000.0,,
2017-06-30 00:00:00,GOZ,2350000.0,31459000.0,1653735000.0,929000.0,,,1305820000.0,121000.0,,6135000.0,1901481000.0,929000.0,108256000.0,93228000.0,,6362000.0,3181472000.0,241384000.0,1305820000.0,,3328372000.0,145850000.0,121071000.0,1426891000.0,1901481000.0,6362000.0,,,
2020-09-30 00:00:00,VUK,67579000000.0,9761000000.0,144000000.0,326000000.0,11000000.0,480000000.0,12524000000.0,5080000000.0,,30000000.0,4441000000.0,73815000000.0,273000000.0,,2871000000.0,2161000000.0,288000000.0,2624000000.0,1646000000.0,,90259000000.0,10585000000.0,69784000000.0,85327000000.0,4932000000.0,2161000000.0,,3000000.0,
2021-06-30 00:00:00,CLW,,76971000.0,2792047000.0,,,,1336856000.0,1485107000.0,,17050000.0,3279110000.0,10000.0,15366000.0,59079000.0,,-366000.0,3092885000.0,487429000.0,232000.0,,4687389000.0,109387000.0,71423000.0,1408279000.0,3279110000.0,-366000.0,,,
2020-06-30 00:00:00,NHF,271200000.0,198000000.0,127400000.0,12400000.0,226500000.0,230300000.0,230900000.0,18000000.0,,70800000.0,267000000.0,12400000.0,6200000.0,358000000.0,65800000.0,11200000.0,73500000.0,473800000.0,,8800000.0,1682500000.0,1121800000.0,703100000.0,1076100000.0,606400000.0,5200000.0,,,
2020-06-30 00:00:00,LTR,241958.0,5257849.0,63219270.0,,,,,76812.0,,186969.0,6519674.0,,1500000.0,20274.0,1512.0,2296519.0,232849.0,-58996115.0,,,7340580.0,7030919.0,745157.0,820906.0,6519674.0,2296519.0,,,
2017-06-30 00:00:00,SCP,42800000.0,3600000.0,1271100000.0,,,,817400000.0,154700000.0,,22400000.0,1633700000.0,,1500000.0,52800000.0,300000.0,-28100000.0,2364600000.0,390700000.0,817500000.0,,2547100000.0,27800000.0,95700000.0,913400000.0,1633700000.0,-28100000.0,,,
2021-06-30 00:00:00,PNI,2515000.0,96136000.0,266274000.0,,,167000.0,100000000.0,186957000.0,,16881000.0,243725000.0,2565000.0,2633000.0,5675000.0,156000.0,-50494000.0,3067000.0,28112000.0,22000.0,,366200000.0,173444000.0,20621000.0,122308000.0,243892000.0,-50494000.0,,,
2017-06-30 00:00:00,ABP,27865000.0,56288000.0,1622897000.0,6954000.0,32394000.0,,549184000.0,196528000.0,48522000.0,18457000.0,1733705000.0,2026886000.0,4909000.0,13119000.0,31881000.0,-21046000.0,84734000.0,164248000.0,549184000.0,,2436670000.0,96128000.0,40984000.0,622049000.0,1766099000.0,-21046000.0,16474000.0,,
0,MGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30 00:00:00,HLS,205900000.0,70100000.0,2575600000.0,82200000.0,2042300000.0,76300000.0,264500000.0,5600000.0,,184100000.0,-261300000.0,82200000.0,25100000.0,118700000.0,22500000.0,16900000.0,1244900000.0,-731600000.0,,,3782200000.0,330900000.0,684700000.0,1924900000.0,1857300000.0,13300000.0,35900000.0,,
2021-06-26 00:00:00,SUL,448900000.0,242300000.0,740700000.0,4700000.0,526600000.0,340300000.0,,6100000.0,,24500000.0,359600000.0,4700000.0,3600000.0,192400000.0,26600000.0,17600000.0,1114200000.0,468200000.0,,,2972600000.0,980700000.0,923800000.0,1746100000.0,1226500000.0,17600000.0,696400000.0,,
0,VTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30 00:00:00,SGM,223900000.0,227300000.0,2734400000.0,221900000.0,59300000.0,700000.0,116900000.0,322800000.0,,368900000.0,1922300000.0,344300000.0,3700000.0,185200000.0,278300000.0,266900000.0,1504200000.0,-1019000000.0,,3000000.0,3206100000.0,974800000.0,535600000.0,1223800000.0,1982300000.0,266900000.0,334300000.0,,
2021-06-30 00:00:00,NSR,1364000.0,95910000.0,161320000.0,8444000.0,43954000.0,3243000.0,758153000.0,10278000.0,2109561000.0,15085000.0,127884000.0,14186000.0,4898000.0,67529000.0,7320000.0,3000.0,3062990000.0,13758000.0,22000.0,,3251873000.0,117222000.0,100095000.0,967231000.0,175081000.0,3000.0,1318000.0,,
2021-06-30 00:00:00,IFL,,666100000.0,3000600000.0,114200000.0,2137900000.0,505500000.0,648600000.0,233300000.0,-200000.0,337900000.0,-151100000.0,145500000.0,1457300000.0,2096700000.0,341700000.0,3800000.0,145800000.0,-507500000.0,,60500000.0,5709800000.0,2541800000.0,2123900000.0,3217700000.0,2492300000.0,-800000.0,,,800000.0
2021-06-30 00:00:00,PXA,4532000.0,51517000.0,1058198000.0,,693551000.0,823708000.0,297397000.0,250000.0,,1912000.0,-485467000.0,,25792000.0,21826000.0,24416000.0,7589000.0,10960000.0,-33995000.0,,,1613116000.0,84647000.0,249580000.0,581324000.0,1031792000.0,7589000.0,,,
2021-06-30 00:00:00,MP1,4055000.0,136312000.0,395935000.0,10989000.0,1566000.0,14492000.0,2969000.0,,,10300000.0,164354000.0,11430000.0,,3792000.0,342000.0,-2505000.0,42726000.0,-213018000.0,4709000.0,426000.0,220563000.0,150349000.0,33495000.0,40151000.0,180412000.0,-2505000.0,,,
2021-06-30 00:00:00,CNU,278000000.0,53000000.0,689000000.0,93000000.0,,223000000.0,2884000000.0,,,145000000.0,725000000.0,166000000.0,4000000.0,33000000.0,1313000000.0,-51000000.0,5269000000.0,310000000.0,140000000.0,,5860000000.0,202000000.0,461000000.0,4912000000.0,948000000.0,-51000000.0,,,
2021-06-30 00:00:00,ORA,364700000.0,50600000.0,127400000.0,26200000.0,354700000.0,56500000.0,503400000.0,,,498400000.0,357400000.0,104600000.0,13500000.0,355700000.0,41400000.0,107600000.0,828000000.0,580200000.0,,,2324600000.0,980800000.0,806300000.0,1556000000.0,768600000.0,61000000.0,399100000.0,,17700000.0
2021-03-31 00:00:00,CSR,229100000.0,250800000.0,966700000.0,144900000.0,58300000.0,13800000.0,,35700000.0,33700000.0,224600000.0,1046700000.0,341000000.0,63000000.0,191900000.0,341400000.0,-89600000.0,820900000.0,241700000.0,,,2171500000.0,901800000.0,536500000.0,1019000000.0,1118800000.0,-89600000.0,354500000.0,,
2020-06-30 00:00:00,BWP,5378000.0,64189000.0,945558000.0,,,,505634000.0,,,618000.0,1968745000.0,,3570000.0,68386000.0,,-2772000.0,2484200000.0,1025959000.0,363000.0,,2552577000.0,68377000.0,78198000.0,583832000.0,1968745000.0,-2772000.0,,,
2021-06-30 00:00:00,PBH,6174298.0,276158305.0,666129692.0,,36705812.0,105867044.0,,220250.0,,1874393.0,305576332.0,149559110.0,,38787048.0,86510167.0,62632644.0,16859299.0,-280613148.0,,,624455701.0,315244186.0,80759950.0,176306513.0,448149188.0,62632644.0,,,
2021-06-30 00:00:00,UWL,13319000.0,57332000.0,777917000.0,,808649000.0,81282000.0,261911000.0,,,17779000.0,-74059000.0,,98000.0,30179000.0,72636000.0,14943000.0,237845000.0,23012000.0,,18000.0,1205642000.0,77866000.0,50788000.0,389770000.0,815872000.0,14943000.0,35000.0,,
2020-09-30 00:00:00,PDL,41660000.0,207485000.0,617668000.0,28931000.0,476093000.0,56010000.0,,202975000.0,,73892000.0,363655000.0,37127000.0,78000.0,20235000.0,12122000.0,205340000.0,45592000.0,219169000.0,,,1106354000.0,288557000.0,165270000.0,210596000.0,895758000.0,58921000.0,,,
2017-06-30 00:00:00,CNI,15322000.0,74382000.0,77323000.0,,65535000.0,92128000.0,255427000.0,324497000.0,251383000.0,16380000.0,-67095000.0,297295000.0,18511000.0,15522000.0,408091000.0,1551000.0,,11694000.0,255427000.0,,1042535000.0,263080000.0,37066000.0,700584000.0,90568000.0,1551000.0,,,
2021-06-30 00:00:00,BAP,173438000.0,39598000.0,878652000.0,36430000.0,667879000.0,96005000.0,204231000.0,8102000.0,1405000.0,181408000.0,277906000.0,36430000.0,3029000.0,19676000.0,15858000.0,8412000.0,297971000.0,165406000.0,,,1789167000.0,682780000.0,363670000.0,745972000.0,1041790000.0,-2268000.0,447059000.0,,
2020-06-30 00:00:00,NVX,847724.0,38807662.0,99851510.0,,17411685.0,955560.0,1937095.0,,,1227792.0,48165048.0,24589.0,,2745286.0,,30537967.0,15463145.0,-63857184.0,274917.0,,75257418.0,41402439.0,4009051.0,8725125.0,66532293.0,30537967.0,1366985.0,,
2021-06-30 00:00:00,EVT,46422000.0,120978000.0,219126000.0,39276000.0,66580000.0,34765000.0,431210000.0,15109000.0,,104874000.0,771191000.0,124915000.0,17973000.0,206594000.0,33040000.0,70242000.0,2158334000.0,583168000.0,44980000.0,,2668580000.0,268877000.0,449921000.0,1796044000.0,872536000.0,70242000.0,16360000.0,,
0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,IOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,CRN,74651000.0,45736000.0,1384000.0,24654000.0,28008000.0,4217000.0,327625000.0,,152000.0,277501000.0,774486000.0,123021000.0,72418000.0,119648000.0,605660000.0,-28806000.0,1463328000.0,-158919000.0,4231000.0,,2148476000.0,529902000.0,387746000.0,1341613000.0,806711000.0,-28806000.0,110135000.0,993052000.0,7475000.0
2020-12-31 00:00:00,NIC,33633284.0,351445322.0,732929135.0,,55404895.0,,32142857.0,,146168140.0,117758937.0,884655873.0,39868209.0,,8057972.0,58595728.0,19204534.0,600763595.0,187927099.0,12857143.0,,1234676984.0,538640285.0,57709491.0,148448076.0,940060768.0,19204534.0,61285049.0,,
2021-06-30 00:00:00,LIC,45000.0,2300000.0,64523000.0,,,,190000000.0,,,1086000.0,378095000.0,678827000.0,1543000.0,45280000.0,165785000.0,3472000.0,13775000.0,310764000.0,,,781276000.0,88674000.0,46991000.0,403181000.0,378095000.0,2808000.0,83745000.0,,
2021-03-31 00:00:00,WEB,85300000.0,261000000.0,847400000.0,43300000.0,519700000.0,171700000.0,133100000.0,5600000.0,,25900000.0,-84300000.0,155400000.0,11200000.0,160000000.0,38500000.0,-51900000.0,23200000.0,-188400000.0,124000000.0,1000000.0,1180000000.0,304400000.0,395000000.0,572900000.0,607100000.0,-51900000.0,,,110300000.0
2020-06-30 00:00:00,CHN,31931.0,45693727.0,59500883.0,,,,,,,478644.0,53427042.0,293137.0,,104205.0,49351.0,678126.0,309627.0,-6751967.0,,8579785.0,55487677.0,54884913.0,1999651.0,2060635.0,53427042.0,678126.0,,,
2021-06-30 00:00:00,ZIM,49908000.0,344815000.0,10763000.0,,,,,,,420268000.0,1746122000.0,16000.0,50246000.0,1792000.0,303726000.0,,1225940000.0,1646193000.0,,,2178078000.0,952122000.0,127671000.0,431956000.0,1746122000.0,,132539000.0,89166000.0,
2020-12-31 00:00:00,BFL,21711553000.0,4084656000.0,372189000.0,290484000.0,,220846000.0,245614000.0,5717241000.0,651000.0,58559000.0,3212108000.0,14195472000.0,1695845000.0,254549000.0,1600369000.0,386249000.0,931910000.0,2674516000.0,68741000.0,,27523437000.0,6457968000.0,22034843000.0,24089832000.0,3432954000.0,386249000.0,11649000.0,,
2021-06-30 00:00:00,CQR,,19300000.0,2858000000.0,,,,922000000.0,940200000.0,,18800000.0,2305200000.0,39500000.0,8800000.0,95400000.0,,-4400000.0,2314400000.0,-548400000.0,,,3341000000.0,46900000.0,113800000.0,1035800000.0,2305200000.0,-4400000.0,,,
0,QUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30 00:00:00,CDA,42423000.0,22362000.0,45842000.0,,216678000.0,10649000.0,24000000.0,,-114000.0,39473000.0,76397000.0,74569000.0,21309000.0,83360000.0,8272000.0,11490000.0,44752000.0,246392000.0,,,503559000.0,156911000.0,142507000.0,199949000.0,303724000.0,11490000.0,66433000.0,,74569000.0
2021-03-31 00:00:00,CIA,83395000.0,609316000.0,356463000.0,,,6257000.0,214951000.0,8761000.0,,98755000.0,687253000.0,93258000.0,29169000.0,191542000.0,133770000.0,30503000.0,581091000.0,284235000.0,,,1496906000.0,807539000.0,293767000.0,643889000.0,693510000.0,30503000.0,66814000.0,22309000.0,
0,VEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30 00:00:00,SKC,29541000.0,49940000.0,1338223000.0,9344000.0,35786000.0,610540000.0,448492000.0,4109000.0,,184650000.0,1004692000.0,378317000.0,13673000.0,79425000.0,321094000.0,-22972000.0,1497517000.0,335767000.0,48031000.0,,2805826000.0,279557000.0,269429000.0,1154808000.0,1651018000.0,-22972000.0,7187000.0,,
2020-06-30 00:00:00,CIP,3700000.0,17078000.0,1067398000.0,,10501000.0,,458420000.0,,,5805000.0,1128542000.0,,11300000.0,34621000.0,,,1591100000.0,71645000.0,,,1635784000.0,34183000.0,38321000.0,496741000.0,1139043000.0,,,,
2021-06-30 00:00:00,IMU,759725.0,29487025.0,113106912.0,,,34893383.0,,115198.0,,6661750.0,30124383.0,15593.0,170076.0,2881362.0,2169381.0,17562796.0,466045.0,-65651942.0,,,71809070.0,36318851.0,4456901.0,6791304.0,65017766.0,17562796.0,,,
2021-06-30 00:00:00,LNK,50405000.0,395024000.0,1917748000.0,65275000.0,1285894000.0,512542000.0,848308000.0,638749000.0,834000.0,164381000.0,-59675000.0,84538000.0,979929000.0,1151951000.0,171953000.0,33299000.0,215711000.0,-193723000.0,,,4276768000.0,1539334000.0,1328259000.0,2537173000.0,1738761000.0,14736000.0,,,
2021-06-30 00:00:00,HUB,685386.0,63461183.0,204227168.0,12761191.0,63768277.0,40207666.0,9375000.0,14518627.0,,16632900.0,77094414.0,20311191.0,2570332.0,15059424.0,3164988.0,11507257.0,7548615.0,-29651278.0,3125000.0,,229018791.0,82664415.0,30858749.0,47948434.0,181070357.0,6494467.0,,,
2020-12-31 00:00:00,LFS,209156000.0,522668000.0,496987000.0,205404000.0,521056000.0,313647000.0,6264131000.0,1810000.0,-38016000.0,6089558000.0,-413128000.0,214480000.0,111000.0,109076000.0,119283000.0,38158000.0,81726000.0,-113570000.0,451593000.0,,7745056000.0,6612337000.0,909972000.0,7361497000.0,421575000.0,38158000.0,,,
2020-12-31 00:00:00,IRE,9120000.0,63141000.0,558416000.0,29289000.0,605440000.0,128658000.0,188433000.0,,,48690000.0,-146236000.0,29289000.0,5068000.0,20870000.0,55612000.0,29927000.0,108047000.0,-481000.0,,901000.0,1005272000.0,133838000.0,102240000.0,417410000.0,587862000.0,29927000.0,,,
2020-12-31 00:00:00,DDR,250319000.0,30368000.0,131790000.0,6135000.0,17799000.0,7134000.0,,,,324183000.0,136680000.0,6135000.0,2780000.0,28038000.0,6091000.0,270000.0,80300000.0,29553000.0,,,581945000.0,470577000.0,413727000.0,420332000.0,161613000.0,270000.0,113246000.0,,
2021-06-30 00:00:00,PDN,2262000.0,30661000.0,2489082000.0,,,8312000.0,68743000.0,12880000.0,-36509000.0,1978000.0,274905000.0,4776000.0,1000000.0,,42073000.0,-59354000.0,295174000.0,-2146511000.0,,,361163000.0,40021000.0,2851000.0,114455000.0,283217000.0,-59354000.0,5123000.0,,
2020-06-30 00:00:00,HMC,21700000.0,29600000.0,3608000000.0,141100000.0,,,364500000.0,,,4200000.0,729500000.0,141100000.0,4300000.0,7700000.0,2000000.0,500000.0,1098600000.0,-2879000000.0,,,1277800000.0,38100000.0,48300000.0,548300000.0,729500000.0,500000.0,,,
0,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28 00:00:00,LOV,12032000.0,20434000.0,213877000.0,9344000.0,2066000.0,1816000.0,,,,6164000.0,54486000.0,9344000.0,207000.0,5409000.0,3173000.0,-197328000.0,196563000.0,41819000.0,,772000.0,260020000.0,50231000.0,67344000.0,201652000.0,58368000.0,-197328000.0,21714000.0,,
2017-06-30 00:00:00,INA,20071000.0,9645000.0,809836000.0,7464000.0,,2021000.0,164790000.0,2263000.0,,2814000.0,513711000.0,10466000.0,3125000.0,33113000.0,6648000.0,1074000.0,696225000.0,-295178000.0,171112000.0,,748156000.0,37181000.0,55378000.0,232424000.0,515732000.0,1074000.0,21597000.0,,
2017-06-30 00:00:00,CMW,35400000.0,66900000.0,106900000.0,3400000.0,66600000.0,5700000.0,1274200000.0,417400000.0,1627700000.0,36200000.0,-60100000.0,2366600000.0,448000000.0,268000000.0,1300000.0,18200000.0,3500000.0,-112900000.0,1462400000.0,,3410900000.0,551100000.0,495500000.0,1771000000.0,12200000.0,18200000.0,,,
2021-06-30 00:00:00,SFR,72629000.0,573708000.0,363064000.0,,,,,86683000.0,3604000.0,26210000.0,906972000.0,892000.0,2136000.0,95526000.0,58416000.0,16886000.0,414442000.0,527022000.0,,,1157937000.0,655920000.0,187147000.0,247361000.0,906972000.0,16886000.0,53866000.0,,
2021-06-30 00:00:00,WAM,64086611.0,149614471.0,1688342901.0,72200056.0,,,,,,29789191.0,1697218031.0,72200056.0,,13444269.0,27179121.0,,,8875130.0,,1566906061.0,1818509779.0,1746309723.0,94112627.0,121291748.0,1697218031.0,,,,
2021-06-30 00:00:00,PRU,120043000.0,181545000.0,850412000.0,,,,133199000.0,797000.0,27679000.0,18648000.0,1031420000.0,15127000.0,,,90227000.0,32007000.0,990375000.0,149001000.0,,,1409598000.0,403299000.0,124576000.0,350499000.0,1031420000.0,32007000.0,178540000.0,,
2021-07-31 00:00:00,NHC,78786000.0,424663000.0,97536000.0,214000.0,5595000.0,70957000.0,496294000.0,229000.0,,109575000.0,1670061000.0,578000.0,19813000.0,41331000.0,274609000.0,16890000.0,2057366000.0,1632187000.0,953000.0,,2775867000.0,641142000.0,167766000.0,1029254000.0,1746613000.0,16890000.0,73343000.0,,
2020-12-31 00:00:00,ABC,172000000.0,94000000.0,740100000.0,,272500000.0,8600000.0,466100000.0,197800000.0,2300000.0,196800000.0,938600000.0,89500000.0,,16200000.0,128700000.0,-6200000.0,1102000000.0,485800000.0,,,2122900000.0,452500000.0,221300000.0,900900000.0,1219700000.0,-6200000.0,152100000.0,,
2021-06-30 00:00:00,PPT,,147066000.0,854604000.0,47179000.0,554461000.0,316282000.0,166025000.0,150355000.0,,132716000.0,41725000.0,55037000.0,177578000.0,256545000.0,114847000.0,2389000.0,91055000.0,94780000.0,,,1624550000.0,457360000.0,361129000.0,712082000.0,912468000.0,-36916000.0,,,
2021-06-30 00:00:00,DRR,345000.0,24206000.0,,,,8908000.0,,,,54955000.0,52815000.0,53000.0,,10971000.0,15289000.0,804000.0,327000.0,60919000.0,,,89093000.0,79805000.0,11837000.0,27370000.0,61723000.0,804000.0,,,
2021-03-31 00:00:00,PPH,326000.0,4843000.0,95918000.0,1845000.0,66805000.0,17150000.0,,,,17837000.0,9963000.0,3111000.0,2154000.0,14525000.0,,1502000.0,2778000.0,-3502000.0,,,117056000.0,27212000.0,22434000.0,23138000.0,93918000.0,1502000.0,,,651000.0
2021-06-30 00:00:00,CUV,2323560.0,82690982.0,151849375.0,2931188.0,185030.0,,,,,16088527.0,98552404.0,2931188.0,,2427578.0,77951.0,5017827.0,2603143.0,-58129768.0,,,108567574.0,102848213.0,8706953.0,9830140.0,98737434.0,5017827.0,3186670.0,,
2021-06-30 00:00:00,CCP,8123000.0,61677000.0,346738000.0,67782000.0,800000.0,1332000.0,3608000.0,467321000.0,,151762000.0,664931000.0,67782000.0,3227000.0,38593000.0,19432000.0,24963000.0,26953000.0,295362000.0,,,781250000.0,217062000.0,73540000.0,114187000.0,667063000.0,24963000.0,396000.0,,
2021-06-30 00:00:00,TYR,3993000.0,84521000.0,274436000.0,13856000.0,13687000.0,127180000.0,,74066000.0,,30503000.0,39797000.0,15835000.0,14191000.0,87864000.0,92575000.0,38469000.0,27681000.0,-132241000.0,,5000000.0,396129000.0,137680000.0,122890000.0,215465000.0,180664000.0,38469000.0,128000.0,,
0,HYGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30 00:00:00,IPH,15227000.0,71152000.0,417079000.0,34000.0,296434000.0,171654000.0,116662000.0,,,90002000.0,-41296000.0,890000.0,850000.0,13767000.0,37353000.0,-1500000.0,40817000.0,11213000.0,200000.0,,674687000.0,164892000.0,60657000.0,247895000.0,426792000.0,-1500000.0,,,
2021-06-30 00:00:00,CEN,305000000.0,150000000.0,1922000000.0,,220000000.0,213000000.0,672000000.0,10000000.0,,251000000.0,2494000000.0,70000000.0,80000000.0,154000000.0,786000000.0,-43000000.0,3961000000.0,1048000000.0,163000000.0,,5028000000.0,554000000.0,622000000.0,2101000000.0,2927000000.0,-43000000.0,69000000.0,,
